time_of_day,route,stop_id,stop_name,direction,min_load,max_load,avg_load,us_housing_units_no_vehicle_po,us_housing_units_no_vehicle,us_population_low_income_po,us_population_low_income,population_density,us_population,us_population_eighteen_to_twenty_four_years_old,us_population_eighteen_to_twenty_four_years_old_po,us_population_twenty_five_to_sixty_four_years_old_po,us_population_twenty_five_to_sixty_four_years_old,latitude,longitude
Evening,31,3056, BALBOA ST&30TH AVE SW-NS/SB,Inbound,12,63,24.28571429,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77614,-122.49042
Evening,931,3057, BALBOA ST&32ND AVE NE-NS/PS,Outbound,10,21,14.66666667,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77988,-122.49315
Evening,31,3057, BALBOA ST&32ND AVE NE-NS/PS,Outbound,6,34,21.85714286,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77988,-122.49315
Morning,31,3057, BALBOA ST&32ND AVE NE-NS/PS,Outbound,5,13,8.125,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77988,-122.49315
Morning,31,3058, BALBOA ST&32ND AVE SW-NS/PS,Inbound,3,22,13.66666667,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77607,-122.49239
Evening,31,3058, BALBOA ST&32ND AVE SW-NS/PS,Inbound,10,60,22.85714286,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77607,-122.49239
Morning,931,3058, BALBOA ST&32ND AVE SW-NS/PS,Inbound,26,38,31,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77607,-122.49239
Morning,18,3059, BALBOA ST&34TH AVE SW-NS/SB,Inbound,18,43,32.8,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77829,-122.49612
Evening,18,3059, BALBOA ST&34TH AVE SW-NS/SB,Inbound,10,20,12.6,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77829,-122.49612
Morning,31,3059, BALBOA ST&34TH AVE SW-NS/SB,Inbound,3,23,12.55555556,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77829,-122.49612
Evening,31,3059, BALBOA ST&34TH AVE SW-NS/SB,Inbound,7,47,18.71428571,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77829,-122.49612
Morning,931,3059, BALBOA ST&34TH AVE SW-NS/SB,Inbound,26,37,30.33333333,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.77829,-122.49612
Morning,18,3060, BALBOA ST&35TH AVE N-MB/PS,Outbound,2,14,6.333333333,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.7761,-122.49564
Morning,31,3060, BALBOA ST&35TH AVE N-MB/PS,Outbound,4,11,7.125,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.7761,-122.49564
Evening,18,3060, BALBOA ST&35TH AVE N-MB/PS,Outbound,12,23,19.33333333,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.7761,-122.49564
Evening,931,3060, BALBOA ST&35TH AVE N-MB/PS,Outbound,4,19,11.22222222,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.7761,-122.49564
Evening,31,3060, BALBOA ST&35TH AVE N-MB/PS,Outbound,6,32,20.71428571,0.250617284,3240,0.235432762,7637,8515,7637,0.086945136,7637,0.598664397,7637,37.7761,-122.49564
Evening,31,3061, BALBOA ST&37TH AVE NE-NS/PS,Outbound,6,29,18.14285714,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77597,-122.49828
Evening,931,3061, BALBOA ST&37TH AVE NE-NS/PS,Outbound,2,14,9.142857143,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77597,-122.49828
Morning,31,3061, BALBOA ST&37TH AVE NE-NS/PS,Outbound,4,10,6.857142857,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77597,-122.49828
Morning,18,3061, BALBOA ST&37TH AVE NE-NS/PS,Outbound,2,13,6.833333333,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77597,-122.49828
Evening,18,3061, BALBOA ST&37TH AVE NE-NS/PS,Outbound,12,23,19.33333333,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77597,-122.49828
Evening,31,3062, BALBOA ST&37TH AVE SW-NS/PS,Inbound,6,42,17.28571429,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77703,-122.49834
Morning,31,3062, BALBOA ST&37TH AVE SW-NS/PS,Inbound,3,18,12.3,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77703,-122.49834
Evening,18,3062, BALBOA ST&37TH AVE SW-NS/PS,Inbound,9,21,12.8,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77703,-122.49834
Morning,931,3062, BALBOA ST&37TH AVE SW-NS/PS,Inbound,24,29,26,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77703,-122.49834
Morning,18,3062, BALBOA ST&37TH AVE SW-NS/PS,Inbound,18,43,31.8,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77703,-122.49834
Evening,18,3063, BALBOA ST&40TH AVE NE-NS/PS,Outbound,2,23,14.5,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77987,-122.50595
Morning,31,3063, BALBOA ST&40TH AVE NE-NS/PS,Outbound,4,10,6,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77987,-122.50595
Evening,31,3063, BALBOA ST&40TH AVE NE-NS/PS,Outbound,6,25,15.625,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77987,-122.50595
Morning,18,3063, BALBOA ST&40TH AVE NE-NS/PS,Outbound,2,12,7,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77987,-122.50595
Evening,931,3063, BALBOA ST&40TH AVE NE-NS/PS,Outbound,0,12,6.857142857,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77987,-122.50595
Morning,31,3064, BALBOA ST&40TH AVE SW-NS/PS,Inbound,3,19,11.3,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77665,-122.50209
Evening,18,3064, BALBOA ST&40TH AVE SW-NS/PS,Inbound,10,22,13.4,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77665,-122.50209
Morning,18,3064, BALBOA ST&40TH AVE SW-NS/PS,Inbound,19,43,32.66666667,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77665,-122.50209
Morning,931,3064, BALBOA ST&40TH AVE SW-NS/PS,Inbound,15,24,19.33333333,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77665,-122.50209
Evening,31,3064, BALBOA ST&40TH AVE SW-NS/PS,Inbound,6,34,14.85714286,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77665,-122.50209
Evening,18,3065, BALBOA ST&43RD AVE NE-NS/PS,Outbound,11,23,18.66666667,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77559,-122.50994
Evening,931,3065, BALBOA ST&43RD AVE NE-NS/PS,Outbound,0,10,5.285714286,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77559,-122.50994
Evening,31,3065, BALBOA ST&43RD AVE NE-NS/PS,Outbound,6,17,12.42857143,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77559,-122.50994
Morning,18,3065, BALBOA ST&43RD AVE NE-NS/PS,Outbound,2,12,7,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77559,-122.50994
Morning,31,3065, BALBOA ST&43RD AVE NE-NS/PS,Outbound,4,10,5.857142857,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77559,-122.50994
Morning,18,3066, BALBOA ST&43RD AVE SW-NS/PS,Inbound,19,42,30.66666667,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77558,-122.50452
Evening,18,3066, BALBOA ST&43RD AVE SW-NS/PS,Inbound,10,22,13.8,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77558,-122.50452
Morning,31,3066, BALBOA ST&43RD AVE SW-NS/PS,Inbound,3,15,9.555555556,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77558,-122.50452
Morning,931,3066, BALBOA ST&43RD AVE SW-NS/PS,Inbound,12,20,15.33333333,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77558,-122.50452
Evening,31,3066, BALBOA ST&43RD AVE SW-NS/PS,Inbound,6,30,13.42857143,0.162687171,2471,0.183735965,5878,8515,5878,0.091697856,5878,0.594419871,5878,37.77558,-122.50452
Morning,31,3067, BALBOA ST&ARGUELLO BLVD NW-F,Outbound,10,29,16.28571429,0.226831897,3712,0.245224396,8690,8515,8690,0.104833142,8690,0.630149597,8690,37.77757,-122.46206
Evening,31,3067, BALBOA ST&ARGUELLO BLVD NW-F,Outbound,23,53,33.71428571,0.226831897,3712,0.245224396,8690,8515,8690,0.104833142,8690,0.630149597,8690,37.77757,-122.46206
Evening,831,3067, BALBOA ST&ARGUELLO BLVD NW-F,Outbound,2,35,18.875,0.226831897,3712,0.245224396,8690,8515,8690,0.104833142,8690,0.630149597,8690,37.77757,-122.46206
Morning,31,3070, BALBOA ST&PARK PRESIDIO BLVD,Outbound,7,30,17.42857143,0.197336137,2853,0.216320842,6458,8515,6458,0.076958811,6458,0.621709508,6458,37.77721,-122.47269
Evening,931,3070, BALBOA ST&PARK PRESIDIO BLVD,Outbound,28,51,37.66666667,0.197336137,2853,0.216320842,6458,8515,6458,0.076958811,6458,0.621709508,6458,37.77721,-122.47269
Evening,31,3070, BALBOA ST&PARK PRESIDIO BLVD,Outbound,19,50,34.25,0.197336137,2853,0.216320842,6458,8515,6458,0.076958811,6458,0.621709508,6458,37.77721,-122.47269
Morning,31,3071, BALBOA ST&PARK PRESIDIO BLVD,Inbound,3,38,25.8,0.197336137,2853,0.216320842,6458,8515,6458,0.076958811,6458,0.621709508,6458,37.77689,-122.47285
Evening,31,3071, BALBOA ST&PARK PRESIDIO BLVD,Inbound,15,56,27.14285714,0.197336137,2853,0.216320842,6458,8515,6458,0.076958811,6458,0.621709508,6458,37.77689,-122.47285
Morning,931,3071, BALBOA ST&PARK PRESIDIO BLVD,Inbound,31,59,43.4,0.197336137,2853,0.216320842,6458,8515,6458,0.076958811,6458,0.621709508,6458,37.77689,-122.47285
Evening,30,3072, BRODERICK ST&BAY ST SE-NS/SB,Outbound,0,11,3.583333333,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80233,-122.445
Evening,730,3072, BRODERICK ST&BAY ST SE-NS/SB,Outbound,1,8,3.769230769,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80233,-122.445
Morning,30,3072, BRODERICK ST&BAY ST SE-NS/SB,Outbound,0,10,3.333333333,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80233,-122.445
Evening,30,3074, BRODERICK ST&BEACH ST SE-NS/,Outbound,0,13,3.583333333,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80379,-122.44538
Morning,30,3074, BRODERICK ST&BEACH ST SE-NS/,Outbound,0,10,2.75,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80379,-122.44538
Evening,730,3074, BRODERICK ST&BEACH ST SE-NS/,Outbound,0,7,2.25,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80379,-122.44538
Morning,30,3075, BRODERICK ST&FRANCISCO ST SE,Outbound,0,11,3.5,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80201,-122.44493
Evening,730,3075, BRODERICK ST&FRANCISCO ST SE,Outbound,1,8,4.571428571,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80201,-122.44493
Evening,30,3075, BRODERICK ST&FRANCISCO ST SE,Outbound,0,11,3.583333333,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80201,-122.44493
Evening,30,3076, BRODERICK ST&JEFFERSON ST SE,Outbound,0,19,5.916666667,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80455,-122.44556
Morning,30,3076, BRODERICK ST&JEFFERSON ST SE,Outbound,0,6,1.666666667,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80455,-122.44556
Morning,30,3077, BRODERICK ST&NORTH POINT ST,Outbound,0,10,3.333333333,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80314,-122.44522
Evening,730,3077, BRODERICK ST&NORTH POINT ST,Outbound,0,8,3,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80314,-122.44522
Evening,30,3077, BRODERICK ST&NORTH POINT ST,Outbound,0,11,3.416666667,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80314,-122.44522
Morning,12,3082, BROADWAY&COLUMBUS SE-FS/BZ,Outbound,26,63,43.5,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79838,-122.40664
Morning,10,3082, BROADWAY&COLUMBUS SE-FS/BZ,Outbound,29,60,44.8,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79838,-122.40664
Evening,12,3082, BROADWAY&COLUMBUS SE-FS/BZ,Outbound,16,16,16,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79838,-122.40664
Evening,10,3082, BROADWAY&COLUMBUS SE-FS/BZ,Outbound,13,45,23.16666667,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79838,-122.40664
Morning,12,3084, BROADWAY&MONTGOMERY ST SW-NS,Outbound,31,62,45,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.80062,-122.40449
Morning,10,3084, BROADWAY&MONTGOMERY ST SW-NS,Outbound,0,61,37.66666667,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.80062,-122.40449
Evening,12,3084, BROADWAY&MONTGOMERY ST SW-NS,Outbound,16,16,16,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.80062,-122.40449
Evening,10,3084, BROADWAY&MONTGOMERY ST SW-NS,Outbound,12,47,23.66666667,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.80062,-122.40449
Morning,22,3085, BROADWAY&STEINER ST NE-NS/PS,Inbound,8,46,24.30769231,0.250422535,3550,0.216638935,6010,13543,6010,0.077870216,6010,0.704159734,6010,37.79477,-122.43675
Evening,22,3085, BROADWAY&STEINER ST NE-NS/PS,Inbound,0,38,11.41666667,0.250422535,3550,0.216638935,6010,13543,6010,0.077870216,6010,0.704159734,6010,37.79477,-122.43675
Morning,22,3086, BROADWAY&STEINER ST SE-FS/PS,Outbound,5,27,14.1875,0.250422535,3550,0.216638935,6010,13543,6010,0.077870216,6010,0.704159734,6010,37.79452,-122.43675
Evening,22,3086, BROADWAY&STEINER ST SE-FS/PS,Outbound,8,52,25.14285714,0.250422535,3550,0.216638935,6010,13543,6010,0.077870216,6010,0.704159734,6010,37.79452,-122.43675
Evening,10,3087, BROADWAY&STOCKTON ST SE-FS/B,Outbound,12,44,21.83333333,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.80168,-122.40872
Morning,12,3087, BROADWAY&STOCKTON ST SE-FS/B,Outbound,26,62,41.5,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.80168,-122.40872
Evening,12,3087, BROADWAY&STOCKTON ST SE-FS/B,Outbound,15,15,15,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.80168,-122.40872
Morning,10,3087, BROADWAY&STOCKTON ST SE-FS/B,Outbound,27,56,42.6,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.80168,-122.40872
Evening,782,3088, BEALE ST&HOWARD ST S-FS/PS,Outbound,5,46,17.28571429,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79155,-122.39517
Evening,41,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,0,10,4.25,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,538,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,0,15,7.9,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,781,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,2,2,2,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,5,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,0,10,4.111111111,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Evening,5,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,1,82,8.947368421,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,38,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,0,14,5.214285714,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Evening,782,3089, BEALE ST&MISSION ST W-MB/BZ,Outbound,3,13,8.4,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,571,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,1,12,5.666666667,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,41,3089, BEALE ST&MISSION ST W-MB - EOL,Inbound,0,0,0,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,41,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,4,18,10.4,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Evening,538,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,0,20,6.176470588,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Evening,38,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,0,27,5.235294118,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Evening,71,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,1,16,5.5,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,730,3089, BEALE ST&MISSION ST W-MB/BZ,Inbound,4,22,10.31818182,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Morning,21,3089, BEALE ST&MISSION ST W-MB - EOL,Inbound,0,4,0.8,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79809,-122.40317
Evening,730,3090, BEACH ST&DIVISADERO ST SE-NS,Outbound,0,5,1.307692308,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80379,-122.44403
Morning,19,3093, BEACH ST&POLK ST N-MB/BZ - EOL,Inbound,0,1,0.166666667,0.377514054,8005,0.224509299,13603,9148,13603,0.078291553,13603,0.706020731,13603,37.80647,-122.42375
Morning,19,3093, BEACH ST&POLK ST N-MB/BZ,Outbound,0,3,1,0.377514054,8005,0.224509299,13603,9148,13603,0.078291553,13603,0.706020731,13603,37.80647,-122.42375
Evening,19,3093, BEACH ST&POLK ST N-MB/BZ,Outbound,3,18,7.857142857,0.377514054,8005,0.224509299,13603,9148,13603,0.078291553,13603,0.706020731,13603,37.80647,-122.42375
Evening,19,3093, BEACH ST&POLK ST N-MB/BZ - EOL,Inbound,0,0,0,0.377514054,8005,0.224509299,13603,9148,13603,0.078291553,13603,0.706020731,13603,37.80647,-122.42375
Evening,730,3094, BEACH ST&SCOTT ST S-MB/B - EOL,Outbound,0,1,0.076923077,0.168289714,3286,0.080476627,5455,9148,5455,0.042529789,5455,0.740788268,5455,37.80393,-122.44219
Morning,35,3096, BEMIS ST&MOFFITT ST E-FS/SB,Outbound,0,5,1.5,0.077744554,2341,0.149453449,5306,9348,5306,0.065397663,5306,0.678854127,5306,37.73725,-122.43154
Evening,35,3096, BEMIS ST&MOFFITT ST E-FS/SB,Outbound,0,2,0.5,0.077744554,2341,0.149453449,5306,9348,5306,0.065397663,5306,0.678854127,5306,37.73725,-122.43154
Evening,30,3114, 3RD ST&BRANNAN ST E-MB/BB,Outbound,2,34,13.23809524,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.782,-122.3964
Morning,30,3114, 3RD ST&BRANNAN ST E-MB/BB,Outbound,2,43,21.16666667,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.782,-122.3964
Evening,45,3114, 3RD ST&BRANNAN ST E-MB/BB,Outbound,0,26,18.1,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.782,-122.3964
Morning,45,3114, 3RD ST&BRANNAN ST E-MB/BB,Outbound,4,34,18.77777778,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.782,-122.3964
Evening,45,3124, 3RD ST&FOLSOM ST N-FS/BZ,Outbound,8,31,24.88888889,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.785,-122.40063
Morning,908,3124, 3RD ST&FOLSOM ST N-FS/BZ,Inbound,33,92,66.94117647,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.785,-122.40063
Morning,45,3124, 3RD ST&FOLSOM ST N-FS/BZ,Outbound,10,53,29.44444444,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.785,-122.40063
Evening,30,3124, 3RD ST&FOLSOM ST N-FS/BZ,Outbound,3,36,15.8,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.785,-122.40063
Evening,708,3124, 3RD ST&FOLSOM ST N-FS/BZ,Inbound,7,49,24.1875,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.785,-122.40063
Morning,808,3124, 3RD ST&FOLSOM ST N-FS/BZ,Inbound,29,78,54.58333333,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.785,-122.40063
Morning,30,3124, 3RD ST&FOLSOM ST N-FS/BZ,Outbound,20,65,34.2,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.785,-122.40063
Morning,54,3127, 3RD ST&HUDSON AVE S-NS/BZ,Inbound,2,13,9.5,0.277648879,1293,0.4280728,4011,6773,4011,0.092744951,4011,0.513089005,4011,37.74052,-122.38888
Evening,54,3127, 3RD ST&HUDSON AVE S-NS/BZ,Inbound,21,29,25.2,0.277648879,1293,0.4280728,4011,6773,4011,0.092744951,4011,0.513089005,4011,37.74052,-122.38888
Evening,708,3128, 3RD ST&HOWARD ST E-NS/BZ,Inbound,6,45,23.25,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78563,-122.40864
Morning,45,3128, 3RD ST&HOWARD ST E-NS/BZ,Outbound,9,49,28.77777778,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78563,-122.40864
Evening,30,3128, 3RD ST&HOWARD ST E-NS/BZ,Outbound,3,39,17.26315789,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78563,-122.40864
Morning,908,3128, 3RD ST&HOWARD ST E-NS/BZ,Inbound,29,91,63.61111111,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78563,-122.40864
Morning,30,3128, 3RD ST&HOWARD ST E-NS/BZ,Outbound,19,65,36.44444444,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78563,-122.40864
Morning,808,3128, 3RD ST&HOWARD ST E-NS/BZ,Inbound,29,80,53.5,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78563,-122.40864
Evening,45,3128, 3RD ST&HOWARD ST E-NS/BZ,Outbound,8,35,28.44444444,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78563,-122.40864
Evening,54,3129, 3RD ST&INNES AVE SW-FS/BZ,Outbound,0,6,3,0.277648879,1293,0.4280728,4011,6773,4011,0.092744951,4011,0.513089005,4011,37.74001,-122.39046
Morning,54,3129, 3RD ST&INNES AVE SW-FS/BZ,Outbound,2,7,3.833333333,0.277648879,1293,0.4280728,4011,6773,4011,0.092744951,4011,0.513089005,4011,37.74001,-122.39046
Evening,54,3134, 3RD ST&LA SALLE AVE NE-FS/BB,Inbound,18,29,22.6,0.277648879,1293,0.4280728,4011,6773,4011,0.092744951,4011,0.513089005,4011,37.73862,-122.39017
Morning,54,3134, 3RD ST&LA SALLE AVE NE-FS/BB,Inbound,3,15,10.16666667,0.277648879,1293,0.4280728,4011,6773,4011,0.092744951,4011,0.513089005,4011,37.73862,-122.39017
Evening,54,3135, 3RD ST&KIRKWOOD AVE SW-FS/BB,Outbound,0,8,3.666666667,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73863,-122.39076
Morning,54,3135, 3RD ST&KIRKWOOD AVE SW-FS/BB,Outbound,3,7,4.666666667,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73863,-122.39076
Morning,45,3136, 3RD ST&MISSION ST N-FS/BZ,Outbound,12,56,30,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.78994,-122.40907
